drug_id	drug_name	restrictions	drug_description	pathways	general_references
DB12147	Erdafitinib	approved,investigational	In early April of 2019, the US FDA approved Janssen Pharmaceutical Companies' brand name Balversa (erdafitinib) as the first-ever fibroblast growth factor receptor (FGFR) kinase inhibitor indicated for patients with locally advanced or metastatic urothelial carcinoma, with susceptible FGFR3 or FGFR2 genetic alterations, that has progressed during or following platinum-containing chemotherapy, including within 12 months of neoadjuvant or adjuvant platinum-containing chemotherapy [L5956, L5959]. At the same time, the FDA also approved the therascreen FGFR RGQ RT-PCR Kit (Qiagen) for utilization as a companion diagnostic with erdafitinib for selecting patients for the indicated therapy [L5956, L5959].Erdafitinib's innovation lies in the fact that it is the first personalized treatment targeting susceptible FGFR genetic alterations for patients with metastatic bladder cancer, which demonstrates the design of erdafitinib in developing more personalized and precision medicines with the capacity to target cancer treatment to a patient's specific genetic mutation [L5956, L5959]. Considering urothelial cancer is statistically the fourth most common kind of cancer in the world [F4372], the introduction of erdafitinib offers a welcome new option in the ever-expanding therapeutic tool kit to treat such prevalent medical conditions.Nevertheless, although erdafitinib was granted Breakthrough Therapy designation and Accelerated Approval from the FDA so as to allow the agency to focus on and expedite the approval process for a medication indicated for a serious condition that fills an unmet medical need using clinical trial data that is believed to predict a genuine clinical benefit for patients with the given condition, such designations mean further ongoing clinical trials are necessary to confirm the clinical benefit of erdafitinib going forward [L5956, L5959].		
DB12148	Menatetrenone	investigational	Menatetrenone has been used in trials studying the treatment of Diabetes, Osteoporosis, Prediabetic State, and Hepatocellular Carcinoma.		
DB12149	S-3304	investigational	S-3304 has been used in trials studying the treatment of Lung Cancer, Solid Tumors, Non Small Cell Lung Cancer, Stage IIIB Non Small Cell Lung Cancer, and Stage IIIA Non Small Cell Lung Cancer, among others.		
DB12150	Pelubiprofen	investigational	Pelubiprofen has been investigated for the treatment of Chronic Back Pain.		
DB12151	Brincidofovir	investigational	Brincidofovir is under investigation for the prevention of Outcomes, Survival Rates, and Cytomegalovirus Disease. Brincidofovir has been investigated for the prevention and treatment of CMV, Adenovirus, BK Virus (BKV), Adenoviruses (AdV), and Epstein-Barr (EBV), among others.Brincidofovir is an oral antiviral drug candidate for the treatment of smallpox infections and complications resulting from smallpox vaccine. It is a lipid mimic of cidofovir formed by linking a lipid 3-hexadecyloxy-1-propanol, to the phosphonate group of cidofovir. Brincidofovir is designed to cross cellular membranes by passive diffusion (vida supra, Phospholipid Mimics Designed to Facilitate Uptake in the Small Intestine). Uptake by this mechanism should be more efficient and lead to a more rapid accumulation of cidofovir in the cytoplasm of the target cell. Once it has reached the cytoplasm, CDV is phosphorylated by host cell nucleoside kinases to form the active antiviral agent cidofovir diphosphate.		
DB12152	Simtuzumab	investigational	Simtuzumab has been used in trials studying the treatment and basic science of Myelofibrosis, Pancreatic Cancer, Colorectal Cancer, and Idiopathic Pulmonary Fibrosis.		
DB12153	Citicoline	approved,experimental	Citicoline is a donor of choline in biosynthesis of choline-containing phosphoglycerides. It has been investigated for the treatment, supportive care, and diagnosis of Mania, Stroke, Hypomania, Cocaine Abuse, and Bipolar Disorder, among others.		
DB12154	Itacitinib	investigational	Itacitinib has been used in trials studying the treatment of Melanoma, Carcinoma, Metastatic Cancer, Endometrial Cancer, and B-cell Malignancies, among others.		
DB12155	Napabucasin	investigational	Napabucasin has been investigated for the treatment of Colorectal Carcinoma.		
DB12156	Cordycepin	investigational	Cordycepin has been used in trials studying the treatment of Leukemia.		
DB12157	Fasinumab	investigational	Fasinumab has been used in trials studying the basic science and treatment of Sciatica, Back Pain, Low Back Pain, Osteoarthritis, Hip, and Abdominal Pain Upper, among others.		
DB12158	Filorexant	investigational	Filorexant has been used in trials studying the prevention and treatment of Migraine, Headache, Polysomnography, Diabetic Neuropathy, Painful, and Major Depressive Disorder, Recurrent.		
DB12159	Dupilumab	approved,investigational	Dupilumab is a fully human monoclonal antibody of the immunoglobulin G4 subclass that binds to the interleukin-4 (IL-4) receptor, inhibiting the receptor signaling pathways.[A180478] As an interleukin-4 receptor alpha antagonist, dupilumab inhibits the signaling of pro-inflammatory cytokines, called interleukins (IL), that induce inflammatory and immunological reactions in several atopic or allergic conditions, such as eczema, allergic reaction, and rhinosinusitis.[A180478] Dupilumab was generated by recombinant DNA technology in Chinese Hamster Ovary cell suspension culture.[L7186]Dupilumab is commonly marketed as Dupixent®, which is available as a formulation for subcutaneous injection. It was first approved by the FDA in 2017 for patients 12 and older with eczema or atopic dermatitis. Dupilumab is also approved by Health Canada for the same indication and the European Commission for use in atopic dermatitis as well as severe asthma with type 2 inflammation.[L7225] It is the first biologic therapy to have been approved for the treatment of adult patients with moderate-to-severe AD in the EU and USA.[A180484] In 2018, FDA approved the use of dupilumab as an add-on maintenance treatment for patients 12 years and older with moderate-to-severe eosinophilic asthma or with oral corticosteroid-dependent asthma. In June 2019, dupilumab was also approved by the FDA as a treatment for inadequately controlled chronic rhinosinusitis with nasal polyps in adult patients.[L7258] Dupilumab is currently under investigations for potential therapeutic use in diseases driven by allergic reactions or type 2 inflammation, such as pediatric atopic dermatitis, eosinophilic esophagitis, and chronic obstructive pulmonary disease. It is also being studied in combination with another antibody that which targets IL-33.[L7225]		
DB12160	Bucillamine	investigational	Bucillamine has been used in trials studying the treatment and prevention of Gout and Rheumatoid Arthritis.		
DB12161	Deutetrabenazine	approved,investigational	Deutetrabenazine is a novel, highly selective vesicular monoamine transporter 2 (VMAT2) inhibitor indicated for the management of chorea associated with Huntington’s disease. It is a hexahydro-dimethoxybenzoquinolizine derivative and a deuterated [DB04844] [A32046]. The presence of deuterium in deutetrabenazine increases the half-lives of the active metabolite and prolongs their pharmacological activity by attenuating CYP2D6 metabolism of the compound [A32046]. This allows less frequent dosing and a lower daily dose with improvement in tolerability [A32043]. Decreased plasma fluctuations of deutetrabenazine due to attenuated metabolism may explain a lower incidence of adverse reactions associated with deutetrabenazine [A32042]. Deutetrabenazine is a racemic mixture containing  RR-Deutetrabenazine and SS-Deutetrabenazine [FDA Label]. Huntington's disease (HD) is a hereditary, progressive neurodegenerative disorder characterized by motor dysfunction, cognitive decline, and neuropsychiatric disturbances [A32043] that interfere with daily functioning and significantly reduce the quality of life. The most prominent physical symptom of HD that may increase the risk of injury is chorea, which is an involuntary, sudden movement that can affect any muscle and flow randomly across body regions [A32046]. Psychomotor symptoms of HD, such as chorea, are related to hyperactive dopaminergic neurotransmission [A14081]. Deutetrabenazine depletes the levels of presynaptic dopamine by blocking VMAT2, which is responsible for the uptake of dopamine into synaptic vesicles in monoaminergic neurons and exocytotic release [A14081]. As with other agents for the treatment of neurodegenerative diseases, deutetrabenazine is a drug to alleviate the motor symptoms of HD and is not proposed to halt the progression of the disease [T28]. In clinical trials of patients with HD, 12 weeks of treatment of deutetrabenazine resulted in overall improvement in mean total maximal chorea scores and motor signs than placebo [A32046]. It was approved by FDA in April 2017 and is marketed under the trade name Austedo as oral tablets.		
DB12162	HX-1171	investigational	Hx 1171 is under investigation in clinical trial NCT01548391 (A Phase I Clinical Study Study of the Safety, Tolerability, and Pharmacokinetics of HX-1171 in Healthy Male Subjects).		
DB12163	Sarpogrelate	investigational	Sarpogrelate has been investigated for the treatment of Diabetes Mellitus, Diabetic Nephropathy, Coronary Artery Disease, and Renal Insufficiency, Chronic.		
DB12165	Presatovir	investigational	Presatovir has been used in trials studying the treatment of RSV Infection, Respiratory Syncytial Virus (RSV), Respiratory Syncytial Virus Infections, and Respiratory Syncytial Virus (RSV) Infections.		
DB12167	LY-3023414	investigational	LY3023414 has been used in trials studying the treatment of Neoplasm, Solid Tumor, COLON CANCER, BREAST CANCER, and Advanced Cancer, among others.		
DB12168	MK-0557	investigational	MK0557 has been investigated for the treatment of Schizophrenia and Paranoid Schizophrenia.		
DB12169	Tralokinumab	investigational	Tralokinumab is under investigation for the treatment of Alopecia Areata. Tralokinumab has been investigated for the treatment of Asthma.		
DB12170	Veledimex	investigational	Veledimex has been used in trials studying the treatment of Glioblastoma Multiforme, Metastatic Breast Cancer, and Anaplastic Oligoastrocytoma.		
DB12171	ATU-027	investigational	Atu027 has been used in trials studying the treatment of Advanced Solid Tumors.		
DB12172	Nimorazole	investigational	Nimorazole has been used in trials studying the treatment of Hypoxia, Radiotherapy, Hypoxic Modification, Gene Profile, Gene Signature, and Head and Neck Squamous Cell Carcinoma, among others.		
DB12173	Diphencyprone	investigational	Diphencyprone has been used in trials studying the treatment and basic science of Melanoma, Ultraviolet Rays, Immunosuppression, Neoplasm Metastasis, and Hypersensitivity, Delayed, among others.		
DB12174	CUDC-101	investigational	CUDC-101 has been used in trials studying the treatment of Cancer, Tumors, Liver Cancer, Breast Cancer, and Gastric Cancer, among others.		
DB12176	Tricaprylin	investigational	Tricaprilin has been used in trials studying the supportive care and treatment of Alzheimer's Disease.		
DB12177	Eplivanserin	investigational	Eplivanserin has been used in trials studying the treatment of Sleep, Insomnia, Chronic Pain, Fibromyalgia, and Primary Insomnia, among others.		
DB12178	Telinavir	investigational	Telinavir has been used in trials studying the treatment of HIV Infections.		
DB12179	Secoisolariciresinol	investigational	Secoisolariciresinol has been used in trials studying the prevention of Breast Cancer.		
DB12180	Apitolisib	investigational	Apitolisib has been used in trials studying the treatment of Solid Cancers, Breast Cancer, Prostate Cancer, Renal Cell Carcinoma, and Endometrial Carcinoma, among others.		
DB12181	Dalcetrapib	investigational	Dalcetrapib is under investigation for the treatment of Acute Coronary Syndrome.		
DB12182	Binetrakin	investigational	Binetrakin has been used in trials studying the treatment of HIV Infections, Sarcoma, Kaposi, Non-Hodgkin's Lymphoma (NHL), Myelodysplastic Syndrome (MDS), and Leukemia, Acute Myelogenous (AML), among others.		
